Date,Open,High,Low,Close,Adj Close,Volume,Tommorow_Close,Tommorow_Open,roc,rsi,ema,sma,wcp,squeeze,cci,rma,atr,std_dev,ema12,ema7,ema14,ema21,ema30,std_7,std_14,std_21,std_30,mean_7,mean_14,mean_21,mean_30,stdp7,stdp14,stdn14,stdp21,stdn21,stdp30,stdn30,min,max,ema26,macd,signal,histogram,upper_band,lower_band,Date,day_of_week,Benefit
2014-09-28,399.47100830078125,401.0169982910156,374.3320007324219,377.1809997558594,377.1809997558594,23613300,375.4670104980469,376.9280090332031,-11.134436531361334,,406.5869577202915,405.63689575195315,382.42774963378906,,,407.53095518676616,,,405.2818160730114,401.17535933661225,406.1453107677821,407.9044698146325,408.97676690945633,18.638416675307358,,,,407.69256591796875,,,,389.05414924266137,,,,,,,,,408.5906086687693,-3.308792595757893,-1.5900983674040865,-1.7186942283538067,,,2014-09-28,6,0
2014-09-29,376.9280090332031,385.21099853515625,372.239990234375,375.4670104980469,375.4670104980469,32497700,386.9440002441406,376.0880126953125,-4.895941190452724,,400.92878549806517,403.70399780273436,377.09625244140625,,,403.23176400158866,,,400.1048331761472,394.5918663458278,401.30097466122515,403.75310832613167,405.24793429295363,22.324892997702158,,,,403.8804234095982,,,,381.5555304118961,,,,,,,,,404.71018511769046,-4.605351941543233,-2.2282307827696783,-2.377121158773555,,,2014-09-29,0,1
2014-09-30,376.0880126953125,390.97698974609375,373.4429931640625,386.9440002441406,386.9440002441406,34707300,383.614990234375,387.427001953125,-5.370451719931225,,398.38609727007884,401.50799865722655,384.5769958496094,,-103.50654265397932,401.11984927761455,,,397.86396352963897,392.6452144786359,399.0882750204952,401.6787692915809,403.3021307793212,17.879701866601994,22.43097654874952,,,396.90228271484375,407.1824275425502,,,379.0225808482418,429.61340409129974,384.7514509938007,,,,,,,402.7148311251727,-4.850867595533714,-2.7768883607905392,-2.0739792347431747,,,2014-09-30,1,0
2014-10-01,387.427001953125,391.3789978027344,380.7799987792969,383.614990234375,383.614990234375,26229400,375.0719909667969,383.9880065917969,-3.8127439680264867,32.93373192387091,395.7004414454054,399.9873962402344,384.8472442626953,,-94.44993670840884,398.91550932490594,20.27444130370215,,395.47701656877217,390.3570810355176,396.75209133044035,399.51975723929917,401.2932351110398,14.017326523116358,17.95935029272005,,,391.24656895228793,401.91678292410717,,,377.22924242917156,419.8761332168272,383.9574326313871,,,,,,,400.6486961995965,-5.171679630824315,-3.273313004163805,-1.8983666266605095,,,2014-10-01,2,0
2014-10-02,383.9880065917969,385.49700927734375,372.9460144042969,375.0719909667969,375.0719909667969,21777700,359.5119934082031,375.1809997558594,-6.7337764196939425,30.45355435571493,391.9498140856583,397.27939453125,377.1467514038086,,-113.60921776881159,395.9888396987603,19.452241854343672,,392.10492520350124,386.4971217063402,393.5355584604209,396.67900190412223,398.7143647237756,11.810888583164669,18.04323675106455,,,386.03199550083707,398.39049639020647,,,374.2211069176724,416.43373314127103,380.3472596391419,,,,,,,397.9731627246275,-5.868237521126275,-3.807329125075986,-2.060908396050289,,,2014-10-02,3,0
2014-10-03,375.1809997558594,377.69500732421875,357.8590087890625,359.5119934082031,359.5119934082031,30901200,328.8659973144531,359.8919982910156,-17.50357265431181,26.534065257701556,386.0520285079392,389.6514953613281,363.6445007324219,,-137.71788680005625,391.6110657546435,19.491712165947824,,386.77945902944504,379.6997441058799,388.5624534817453,392.4668265022064,394.9849762378033,12.341142087828917,20.832575962184475,,,379.6158534458705,395.87021092006137,,,367.2747113580416,416.70278688224585,375.0376349578769,,,,,,,394.0690181626505,-7.289559133205444,-4.51981897174162,-2.7697401614638233,,,2014-10-03,4,0
2014-10-04,359.8919982910156,364.48699951171875,325.885986328125,328.8659973144531,328.8659973144531,47236500,320.510009765625,328.9159851074219,-22.291558996482514,20.843956868586158,375.6545682909417,380.21759643554685,337.0262451171875,-46.1618398030599,-185.52753763114617,384.2284710510418,21.39727041787113,,377.4062753177615,366.91925471371945,379.9473906232685,385.4169508327677,388.88181668882453,19.91672278150113,27.038517957754912,,,369.52242606026783,390.15321132114957,,,349.6057032787667,417.19172927890446,363.1146933633947,,,,,,,387.62707465910466,-10.220799341343138,-5.680931794770435,-4.539867546572703,,,2014-10-04,5,0
2014-10-05,328.9159851074219,341.8009948730469,289.2959899902344,320.510009765625,320.510009765625,83308096,330.0790100097656,320.3890075683594,-22.12578885618365,19.609189575775684,365.6282849227023,371.11119689941404,318.0292510986328,-51.7308349609375,-202.72845964492393,376.86144955880843,24.413956119284926,,368.2708242543748,355.26767731488974,371.46288565180254,378.3629312588875,382.74134928295933,26.66088933266589,32.629693636447136,,,361.4265703473772,384.559568132673,,,334.76568101471133,417.18926176912015,351.92987449622586,,,,,,,381.1560184267045,-12.885194172329705,-7.142852771939971,-5.7423414003897335,,,2014-10-05,6,1
2014-10-06,320.3890075683594,345.1340026855469,302.55999755859375,330.0790100097656,330.0790100097656,79011800,336.18701171875,330.5840148925781,-18.383131613336896,25.082401490853826,359.16478039307736,363.6765991210938,326.96300506591797,-61.00249735514323,-141.26950744671316,371.5357213898653,26.131165262754127,,362.1795372073609,348.9504773085279,365.61055513825823,373.2071028293702,378.12842648135074,28.15450793157753,35.223091341479254,,,354.9425702776228,379.4114968436105,,,326.78806234604525,414.63458818508974,344.1884055021313,,,,,,,376.3390683087935,-14.159531101432606,-8.562556507507562,-5.596974593925044,,,2014-10-06,0,1
2014-10-07,330.5840148925781,339.24700927734375,320.48199462890625,336.18701171875,336.18701171875,49199900,352.94000244140625,336.1159973144531,-15.852267480102121,28.43184712507695,354.98700427047237,357.3433013916016,333.0257568359375,-71.70349629720052,-103.12013304209714,367.566547419196,25.4503716632486,,358.05721236926996,345.752003632653,361.482964379846,369.31580696999276,374.53746885065823,24.885399057726232,32.944860870338424,36.5873752916902,,347.6915719168527,372.2969273158482,387.3521423339844,,322.8061728591265,405.2417881861866,339.3520664455098,423.93951762567457,350.7647670422942,,,,,372.6275218602403,-14.570309490970317,-9.775292620553262,-4.795016870417054,,,2014-10-07,1,1
2014-10-08,336.1159973144531,354.364013671875,327.18798828125,352.94000244140625,352.94000244140625,54736300,365.0260009765625,352.74798583984375,-6.426887178872681,36.78052750149737,354.61482211973305,354.91920166015626,346.8580017089844,-74.64566040039062,-59.15543544522395,365.94412109823514,25.606580508206054,,357.2494775942589,347.5522145631888,360.29281126011136,367.61860276440524,372.7265426091322,19.656764873583533,29.79434037314163,33.571189946632124,,343.30943080357144,367.2779998779297,382.38099888392856,,323.6526659299879,397.0723402510713,337.4836595047881,415.95218883056066,348.80980893729645,,,,,370.84047718477854,-13.59099959051963,-10.544106862370144,-3.0468927281494853,,,2014-10-08,2,1
2014-10-09,352.74798583984375,382.72601318359375,347.68701171875,365.0260009765625,365.0260009765625,83641104,361.56201171875,364.68701171875,-2.7808060973545072,42.03399742934322,356.5077637300656,353.87510070800784,365.1162567138672,-73.84315490722656,1.194507099755016,365.84338051007813,26.444420977390944,,358.4720851453527,351.92651334418855,360.9482901362163,367.3532810528093,372.09310595114783,17.159361911776855,26.930544965298655,32.33004461819886,,341.8742893763951,363.95314243861606,379.551760718936,,324.71492746461826,390.88368740391473,337.0225974733174,411.8818053371349,347.2217161007371,,,,,370.32136199174886,-11.849276846396151,-10.806690881639765,-1.0425859647563858,,,2014-10-09,3,0
2014-10-10,364.68701171875,375.0669860839844,352.9630126953125,361.56201171875,361.56201171875,43665700,362.29901123046875,361.36199951171875,-6.559602554730392,40.982820290668194,357.4267179098264,351.33690185546874,362.7885055541992,-64.2319844563802,4.904208186456055,365.378132447875,26.065470716894882,,358.9562440746125,354.3378074092614,361.0328461117508,366.7673110694753,371.2419336712997,17.524172101055058,24.281714338975853,32.359917439036415,,342.16714913504467,360.8915012904576,377.9691903250558,,324.6429770339896,385.17321562943346,336.60978695148174,410.3291077640922,345.6092728860194,,,,,369.55104233072956,-10.59479825611703,-10.764111280051827,0.1693130239347962,,,2014-10-10,4,1
2014-10-11,361.36199951171875,367.1910095214844,355.95098876953125,362.29901123046875,362.29901123046875,13345200,378.54901123046875,362.6059875488281,-5.556607417995567,41.319058938671844,358.31258942267044,349.20530395507814,361.9350051879883,-47.213155110677086,10.37204485725374,365.04640573195184,24.79134008657859,,359.47853542373224,356.3296072805263,361.20652146541624,366.3197983610841,370.5307236638759,17.847828820179068,21.618519943132714,31.72416112838851,,346.9432939801897,358.23286002022877,375.7499055408296,,329.09546516001063,379.85137996336147,336.6143400770961,407.47406666921813,344.0257444124411,,,,,368.9220039796931,-9.443468555960862,-10.498981101739506,1.0555125457786438,,,2014-10-11,5,1
2014-10-12,362.6059875488281,379.4330139160156,356.1440124511719,378.54901123046875,378.54901123046875,17552800,390.41400146484375,377.9209899902344,0.9270274367087243,48.31157292801314,361.9919388422701,349.5530059814453,373.16876220703125,-33.09132385253906,48.37844435609376,366.4899338132288,24.66407301448388,,362.45107459822924,361.88759523862075,363.5762455460168,367.5333702876878,371.1589686501291,16.981631518795112,21.713635531764837,31.292521207957986,,355.23457990373885,358.330575125558,374.7845720563616,,338.25294838494375,380.0442106573229,336.6169395937932,406.07709326431956,343.4920508484036,,,,,369.74660284953575,-7.295528251306507,-9.856348293165865,2.5608200418593583,,,2014-10-12,6,1
2014-10-13,377.9209899902344,397.22601318359375,368.8970031738281,390.41400146484375,390.41400146484375,35221400,400.8699951171875,391.6919860839844,8.595543020327934,52.73980605622909,367.15958659182894,352.64320678710936,386.73775482177734,-19.393656412760418,95.09445458850631,369.0300475225448,24.970469316153615,,366.8008825205877,369.02221692116797,367.23133222532744,369.7851913649875,372.6470415960544,17.392524268848906,22.953123424086957,30.881369133345387,,363.85386439732144,359.3982173374721,374.22561936151413,,346.46134012847256,382.3513407615591,336.4450939133851,405.10698849485954,343.34425022816873,,,,,371.4965975318809,-4.695715011293203,-8.821720059219894,4.126005047926691,,,2014-10-13,0,1
2014-10-14,391.6919860839844,411.697998046875,391.3240051269531,400.8699951171875,400.8699951171875,38491500,394.77301025390625,400.9549865722656,21.89463136679528,56.293392370641534,373.28875177825773,359.84360656738284,401.1904983520508,-6.5131581624348955,139.63043693928137,372.38987822664546,24.66597928968468,,372.0914983316552,376.9866900252911,371.79958882315526,372.8216401440993,374.80068223787526,17.42622671202223,24.489059078735604,28.226527794860782,,373.0942905970982,360.39293125697543,372.5627150762649,,355.668063885076,384.881990335711,335.90387217823985,400.7892428711257,344.33618728140414,,,,,373.9576777221874,-1.8661793905321815,-7.427915916176734,5.561736525644553,,,2014-10-14,1,0
2014-10-15,400.9549865722656,402.22698974609375,388.7659912109375,394.77301025390625,394.77301025390625,25267100,382.5559997558594,394.51800537109375,23.170259344657143,53.75518992063869,377.194980592012,367.26990661621096,395.13475036621094,5.1126759847005205,114.00931395712561,374.7388300849332,23.750707996098797,,375.608645214614,381.43432910735635,374.91177722066357,374.95148329788276,376.3069709746824,16.511671336201854,25.46508173358729,26.291539343122484,,379.0704345703125,361.189932686942,371.2088114420573,,362.55876323411064,386.65501442052926,335.7248509533547,397.5003507851798,344.9172720989348,,,,,375.6849366182714,-0.0762914036574216,-5.955312269903223,5.879020866245801,,,2014-10-15,2,0
2014-10-16,394.51800537109375,398.8070068359375,373.07000732421875,382.5559997558594,382.5559997558594,26990000,383.75799560546875,382.7560119628906,15.898311663180637,48.98869412461026,378.1697113490751,372.5176055908203,384.24725341796875,16.664174397786457,76.83580549709718,375.55515187837517,23.911309786078338,32.04578489092869,376.6846351783324,381.7147968559989,375.9451260813733,375.6848300153254,376.7731821992112,15.312384253301278,25.854491616943232,24.78327387415081,32.04578489092869,381.57472011021207,361.72450474330356,369.8270016624814,384.11280110677086,366.2623358569108,387.5789963602468,335.87001312636033,394.61027553663223,345.04372778833056,416.15858599769956,352.06701621584216,320.510009765625,457.3340148925781,376.25006523230275,0.4345699460296828,-4.6757518075876545,5.110321753617337,436.60917537267767,308.426035808963,2014-10-16,3,1
2014-10-17,382.7560119628906,385.4779968261719,375.3890075683594,383.75799560546875,383.75799560546875,13600700,391.4419860839844,383.97601318359375,14.150155189967917,49.46348981292603,379.1857630320557,377.2747039794922,382.0957489013672,29.400171915690105,59.95232477891262,376.407973123426,22.804141489654636,28.910903324747213,377.7790117896783,382.2256649672877,376.9993255558785,376.45909220148826,377.2890818760084,12.521266049498347,26.49891213338389,23.728596630780906,28.910903324747213,384.7455749511719,363.45636204310824,368.84285917736236,381.66026713053384,372.2243089016735,389.95527417649214,336.95744990972435,392.57145580814324,345.1142625465815,410.57117045528105,352.74936380578663,320.510009765625,435.7909851074219,376.86256833853326,0.9164434511450281,-3.556204009404907,4.472647460549935,435.0965106289866,319.45289732999777,2014-10-17,4,1
2014-10-18,383.97601318359375,395.1579895019531,378.97100830078125,391.4419860839844,391.4419860839844,11416800,389.5459899902344,391.2539978027344,10.9089316530421,52.50676095478702,381.4141672233155,381.12490234375,389.2532424926758,41.02649943033854,71.74057987322875,377.96483203192787,22.27866341015007,27.83488894623759,379.89107915547197,384.52997672016704,378.94498155611893,377.88889228527876,378.3247408682454,7.749794555325024,25.473222071925743,23.267415911190824,27.83488894623759,388.9088570731027,367.92607552664623,368.4581923711868,380.5603332519531,381.15906251777767,393.399297598572,342.45285345472047,391.7256082823776,345.19077645999596,408.3952221981907,352.72544430571554,320.510009765625,435.7909851074219,378.0431071702126,1.8479719852593917,-2.4745118056149247,4.322483790874316,436.7946802362252,325.45512445127486,2014-10-18,5,0
2014-10-19,391.2539978027344,393.9389953613281,386.4570007324219,389.5459899902344,389.5459899902344,5914570,382.8450012207031,389.2309875488281,6.7173266967484455,51.67978777543699,382.89268045366435,383.5769012451172,389.8719940185547,48.78649393717448,67.86244343957884,379.15987853431625,21.11294471841908,27.75870139507055,381.3824675899291,385.7840745205585,380.3711341900216,378.99631027568404,379.138821626056,6.273744311363277,22.038806301154647,23.652462963903783,27.75870139507055,390.47985403878346,372.85721697126115,369.04700142996654,380.3853332519531,384.2061097274202,394.8960232724158,350.8184106701065,392.6994643938703,345.3945384660628,408.14403464702366,352.62663185688257,320.510009765625,435.7909851074219,378.9681480500654,2.4143195398636976,-1.4961254104686692,3.9104449503323666,439.0943040352583,328.0594984549761,2014-10-19,6,0
2014-10-20,389.2309875488281,390.0840148925781,378.25201416015625,382.8450012207031,382.8450012207031,16419000,386.4750061035156,382.4209899902344,5.886400897257046,48.75698714200411,382.8840115022168,385.7052001953125,383.50650787353516,49.47099304199219,36.91883794852126,379.538933394739,20.387106434565197,27.23836036034018,381.6082435876439,385.0492646755395,380.7035455278773,379.360444395197,379.4055556532181,6.907261818779728,18.36619519443763,23.806885806582596,27.23836036034018,389.3985682896205,376.62621634347096,369.3983343215216,379.5167002360026,382.4913064708408,394.9924115379086,358.2600211490333,393.2052201281042,345.591448514939,406.7550605963428,352.27833987566237,320.510009765625,435.7909851074219,379.27795208992916,2.330291497714768,-0.7304537871948538,3.060745284909622,440.18192091599286,331.22847947463214,2014-10-20,0,1
2014-10-21,382.4209899902344,392.64599609375,380.8340148925781,386.4750061035156,386.4750061035156,14188900,383.1579895019531,386.1180114746094,6.672939788308678,50.39368473158131,383.53691961154385,388.1227996826172,386.60750579833984,47.16899108886719,41.555208981047045,380.2503484917816,19.72098389894237,27.02910350749343,382.35914553375983,385.40571513832214,381.4782491827546,380.031086945736,379.91058011397274,4.718985295136715,14.32093027264034,23.789817242429017,27.02910350749343,387.3421412876674,380.2182159423828,369.3760012672061,379.10516662597655,382.6231559925307,394.53914621502315,365.8972856697425,393.16581850963513,345.5861840247771,406.13427013346995,352.07606311848315,320.510009765625,435.7909851074219,379.8497398025081,2.509405731251718,-0.08221892820695241,2.5916246594586703,442.18100669760406,334.06459266763034,2014-10-21,1,0
2014-10-22,386.1180114746094,388.57598876953125,382.2489929199219,383.1579895019531,383.1579895019531,11641300,358.4169921875,382.9620056152344,1.217538055773267,48.85802562773556,383.4680232279819,388.5836975097656,384.28524017333984,41.819986979166664,21.311364323533507,380.5478140149557,18.686993015252433,26.690979602086127,382.4823457589911,384.84376586836055,381.7035188604511,380.3248539370278,380.14097254423916,3.573736919725496,11.979070107813259,23.776345951635054,26.690979602086127,385.682852608817,382.3766435895647,369.354239327567,378.47203267415364,382.1091156890915,394.35571369737795,370.39757348175146,393.130585279202,345.5778933759319,405.1630122762398,351.7810530720675,320.510009765625,435.7909851074219,380.1111671102526,2.3711786487384643,0.40861987348013373,1.9625587752583304,441.96565671393785,335.2017383055934,2014-10-22,2,0
2014-10-23,382.9620056152344,385.0480041503906,356.4469909667969,358.4169921875,358.4169921875,26456900,358.3450012207031,358.59100341796875,-8.195661312680928,39.25038294804776,378.91329031153066,385.3839965820313,364.5822448730469,30.63165283203125,-109.83497106208536,378.2889317298302,19.44794650355516,24.61918783942371,378.7723099958965,378.23691495514663,378.58298993888155,378.2728851259217,378.6095789780231,11.007859614047936,12.816382953912884,23.85373579565414,24.61918783942371,382.2344229561942,381.9045715332031,368.56114414760043,375.8928995768229,371.2265633421462,394.720954487116,369.08818857929026,392.41487994325456,344.7074083519463,400.51208741624663,351.2737117373992,320.510009765625,423.2049865722656,378.40527373612815,0.36703625976832654,0.40030099103241235,-0.0332647312640858,434.6223722608787,336.14562090318384,2014-10-23,3,0
2014-10-24,358.59100341796875,364.3450012207031,353.30499267578125,358.3450012207031,358.3450012207031,15585700,347.27099609375,358.6109924316406,-10.608175821204307,39.226211493663314,375.1736013859256,381.1314971923828,358.58499908447266,17.037155151367188,-157.94693535543914,376.25746853108984,18.80601219439211,23.123577898867076,375.62413734094935,373.26384761117976,375.87280511703983,376.4114953146428,377.18955106807596,14.160749723677252,13.231286129459317,23.877219084712365,23.123577898867076,378.603995186942,381.6747850690569,368.50557309105284,373.73090006510415,364.4432454632647,394.9060711985162,368.4434989395976,392.3827921757652,344.6283540063405,396.85447796397125,350.60732216623705,320.510009765625,411.5740051269531,376.8350199430582,-1.2108826021088817,0.07799733255321695,-1.2888799346620985,427.37865299011696,334.8843413946487,2014-10-24,4,0
2014-10-25,358.6109924316406,359.8609924316406,342.87701416015625,347.27099609375,347.27099609375,18127500,354.7040100097656,347.48699951171875,-12.03274107558781,35.594941314783505,370.10040042371185,376.3812957763672,349.3199996948242,0.9534912109375,-188.5070307469405,373.31042133216675,18.667583524804055,22.465676866936008,371.255646338382,366.76554759754566,372.04480265663244,373.69636946008575,375.1046152167404,17.036131331694204,15.362138000393156,22.65602839331644,22.465676866936008,372.2938537597656,380.60135541643416,369.3820016043527,371.58746643066405,355.2577224280714,395.9634934168273,365.239217416041,392.0380299976691,346.72597321103626,394.05314329760006,349.12178956372804,320.510009765625,404.42498779296875,374.5305281077582,-3.2748817693761794,-0.5926899248675347,-2.682191844508645,421.3126495102392,331.4499420424952,2014-10-25,5,1
2014-10-26,347.48699951171875,359.22100830078125,343.9309997558594,354.7040100097656,354.7040100097656,11272500,352.989013671875,354.7770080566406,-7.280500048063136,39.63434296463275,367.30105671208526,373.5960968017578,353.14000701904297,-11.725006103515625,-139.49254199335527,371.42186567990217,18.412134260482503,21.7832859944024,368.70604593643736,363.7501328758257,369.72511970740453,371.93078077305216,373.69027067602974,16.22611915064183,16.85637502073173,20.04645442420176,21.7832859944024,367.3164280482701,378.8981410435268,371.01028733026413,369.9301005045573,351.0903088976283,395.7545160642585,362.04176602279506,391.0567417544659,350.96383290606235,391.71338649895966,348.1468145101549,320.510009765625,400.8699951171875,372.99103272841376,-4.284986791976394,-1.3312474694257788,-2.953739322550615,417.16266879056263,330.029524812953,2014-10-26,6,0
2014-10-27,354.7770080566406,358.6319885253906,349.8089904785156,352.989013671875,352.989013671875,13033000,357.6180114746094,353.2149963378906,-8.017808693483618,39.02615784587375,364.6988670684106,370.5191986083984,353.60475158691406,-22.263839721679688,-104.79006515062136,369.5537290410193,17.689933582378515,21.25388628013029,366.2854744768743,361.05983278341404,367.4873037045849,370.17350477575997,372.2619560424442,15.365111319454904,17.829122212856173,18.25049288892901,21.25388628013029,363.05128696986606,376.2249276297433,372.1012398856027,368.3790679931641,347.68617565041114,394.0540498425995,358.39580541688713,390.3517327745317,353.8507469966737,389.6329542732944,347.1251817130338,320.510009765625,400.8699951171875,371.44344143573556,-5.157966958861266,-2.0966727612910065,-3.0612941975702594,413.026971168659,328.0114260481379,2014-10-27,0,1
2014-10-28,353.2149963378906,359.9840087890625,352.6789855957031,357.6180114746094,357.6180114746094,7845880,335.59100341796875,357.0889892578125,-8.640865265311122,41.62969942064245,363.4114387786285,367.1368011474609,356.9747543334961,-30.019500732421875,-76.23879138724541,368.3456940673146,16.91082712275054,21.27461827193226,364.95082122713455,360.1993725887366,366.1681615448141,369.0108661981014,371.2560815781399,11.3901189832012,16.956103732635672,16.67283882381404,21.27461827193226,358.9288591657366,373.135500226702,373.1217636835007,367.7269683837891,347.5387401825354,390.09160395933765,356.17939649406634,389.7946025073148,356.44892485968666,389.0015866557213,346.45235011185684,320.510009765625,400.8699951171875,370.37725959963757,-5.426438372503014,-2.762682541379498,-2.6637558311235163,409.68603769132545,324.5875646035964,2014-10-28,1,0
2014-10-29,357.0889892578125,357.8330078125,335.3429870605469,335.59100341796875,335.59100341796875,18192700,345.30499267578125,335.7090148925781,-13.850735974362934,34.15592160972509,358.3531778039631,361.7413024902344,341.0895004272461,-37.40032958984375,-116.07490358806281,365.0345465144666,17.327895509588664,22.00742891045161,360.43049462328037,354.04725419493263,362.0825195177913,365.92141113877665,368.8164710187839,8.294400222622837,18.457541753983424,18.092253614957055,22.00742891045161,352.1335754394531,368.908214024135,372.29562087286087,366.39776814778645,343.8391752168303,387.36575577811846,350.4506722701516,390.3878744878179,354.20336725790384,388.40519705823806,344.39033923733484,320.510009765625,400.8699951171875,367.7027718566175,-7.2722772333371495,-3.6646628653709405,-3.607614367966209,405.7561603111376,317.72644466933116,2014-10-29,2,1
2014-10-30,335.7090148925781,350.9129943847656,335.0719909667969,345.30499267578125,345.30499267578125,30177900,338.3210144042969,345.0090026855469,-9.805537077727378,39.328953821257976,355.98078050793,357.9873016357422,344.14874267578125,-41.722493489583336,-97.39406340073533,363.04227056178405,17.217112447272008,21.979963327854826,358.10199861798594,351.861681860727,359.84138584554506,364.0184737975727,367.2144347682508,8.11757372962447,19.015346140826633,18.97856625461199,21.979963327854826,350.2604326520647,366.2474278041295,371.35652523949034,365.0098012288411,342.1428589224402,385.2627739449561,347.23208166330284,390.33509149410236,352.3779589848783,386.98976455669595,343.0298379009863,320.510009765625,400.8699951171875,365.985577354589,-7.883578736603056,-4.5084919820444185,-3.3750867545586374,401.94722829145184,314.02737498003256,2014-10-30,3,0
